,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
543,2022-07-04,5,400000,2308,17 out of 31,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,5,Contact Agent
3977,2022-06-14,2,11000,800,2 out of 3,Super Area,Ram nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3535,2022-05-06,3,15000,1300,2 out of 7,Super Area,Sriperumbudur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2331,2022-05-05,3,42000,1880,14 out of 14,Super Area,whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner
3947,2022-07-05,2,13000,1200,2 out of 5,Super Area,Nacharam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
3379,2022-06-18,2,7500,900,2 out of 3,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
259,2022-06-19,3,22000,1000,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
1945,2022-05-14,1,22000,400,Ground out of 3,Super Area,Indira Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2095,2022-05-30,1,6500,150,1 out of 2,Super Area,"Subhash Nagar, Kengeri Satellite Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
4650,2022-05-04,1,15500,1000,2 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
1915,2022-07-04,3,21500,1320,3 out of 4,Super Area,Bommasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
927,2022-05-27,4,400000,2424,5 out of 14,Carpet Area,"Rustomjee Elements, Andheri West",Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
612,2022-07-01,2,85000,650,2 out of 6,Carpet Area,Breach Candy,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
1543,2022-07-06,3,65000,2000,23 out of 40,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1023,2022-07-09,5,500000,3900,4 out of 6,Carpet Area,Altamount Road,Mumbai,Furnished,Bachelors/Family,5,Contact Agent
2217,2022-06-01,2,22000,1025,3 out of 3,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,2,Contact Owner
1152,2022-07-07,3,85000,1000,4 out of 11,Carpet Area,"Lodha Eternis, Chakala MIDC",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
219,2022-07-02,2,7500,550,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner
4241,2022-07-10,4,150000,4761,14 out of 18,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Family,5,Contact Agent
485,2022-05-17,3,10000,800,Ground out of 2,Carpet Area,"Arobindo Pally, Paschim Putiary",Kolkata,Unfurnished,Bachelors,1,Contact Owner
3225,2022-06-14,1,7000,550,1 out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
1898,2022-06-04,3,18000,1100,11 out of 18,Carpet Area,Doddabanahalli,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
1649,2022-06-05,2,17500,1080,1 out of 4,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2258,2022-05-14,2,17600,1000,1 out of 4,Carpet Area,Hosur Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
258,2022-06-11,3,8500,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
4037,2022-05-06,2,10000,1090,2 out of 4,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
386,2022-05-09,1,5000,350,Ground out of 5,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
847,2022-05-31,2,150000,1000,4 out of 9,Carpet Area,"Smoky Hill Apartment, Bandra West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3589,2022-05-06,1,6000,510,1 out of 2,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
4020,2022-06-14,3,15000,1600,2 out of 4,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
4604,2022-06-14,1,12000,700,3 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
1477,2022-06-20,1,45000,480,7 out of 7,Carpet Area,Seven Bungalows,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
4004,2022-05-06,2,130000,130,1 out of 1,Super Area,Lal Darwaza,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
3776,2022-07-06,1,6000,550,Ground out of 2,Super Area,"Vimalapuram, Manali",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
553,2022-05-14,1,14000,424,3 out of 7,Super Area,Malad East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1233,2022-06-08,3,160000,1100,8 out of 10,Carpet Area,Santacruz West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1127,2022-06-23,2,95000,850,15 out of 25,Carpet Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2462,2022-05-28,2,7500,1100,3 out of 4,Super Area,Bijwasan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
1967,2022-07-05,3,30000,1500,1 out of 1,Super Area,Ulsoor Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3737,2022-05-21,2,10000,950,Ground out of 2,Super Area,S.Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3971,2022-07-06,3,25000,1600,2 out of 5,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4659,2022-05-29,3,32000,1560,1 out of 6,Super Area,"Neknampur, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
3740,2022-07-05,2,12000,939,3 out of 4,Super Area,New Perungalathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1095,2022-05-31,1,35000,430,15 out of 23,Carpet Area,"Conwood Astoria, Film City Road",Mumbai,Furnished,Bachelors/Family,1,Contact Agent
1620,2022-05-18,4,100000,3700,18 out of 22,Carpet Area,"Sanjeevini Nagar, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,5,Contact Agent
4081,2022-06-17,3,25000,1300,Ground out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2881,2022-06-30,1,12000,400,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
1320,2022-05-23,1,80000,560,1 out of 7,Carpet Area,Waterfield Road,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2168,2022-04-29,2,11000,1100,Ground out of 2,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
507,2022-04-28,1,3300,175,Ground out of 2,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
3935,2022-06-05,3,24000,1600,3 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
7,2022-06-21,1,5000,250,1 out of 2,Super Area,Malancha,Kolkata,Unfurnished,Bachelors,1,Contact Agent
1609,2022-07-07,3,36000,1771,10 out of 18,Super Area,Gottigere,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
267,2022-06-24,1,6000,2160,1 out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2851,2022-05-18,3,24000,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent
3303,2022-05-16,4,65000,2000,3 out of 4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent
2916,2022-05-25,2,40000,1000,3 out of 3,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2,Contact Owner
708,2022-05-18,2,60000,807,14 out of 58,Carpet Area,"Auris Serenity, Malad West",Mumbai,Unfurnished,Bachelors,2,Contact Agent
2077,2022-05-19,2,10000,850,2 out of 4,Super Area,Cox Town,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1450,2022-07-06,1,22000,450,4 out of 7,Carpet Area,Charkop Sector 6,Mumbai,Semi-Furnished,Family,2,Contact Agent
3630,2022-07-06,2,15000,1068,1 out of 2,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,Family,2,Contact Owner
378,2022-05-10,1,5000,322,1 out of 3,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
3894,2022-06-10,1,8200,500,1 out of 3,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
1814,2022-06-22,2,9750,575,Ground out of 2,Carpet Area,Varanasi,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2857,2022-04-29,3,350000,3200,1 out of 2,Super Area,Sundar Nagar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
678,2022-07-05,2,55000,720,8 out of 20,Carpet Area,Chembur East,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
773,2022-06-26,3,120000,1400,10 out of 32,Super Area,"Avarsekar Heights, Worli",Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
4112,2022-05-08,2,14000,1050,2 out of 5,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
1011,2022-06-20,3,84000,1000,18 out of 21,Carpet Area,"Lake Primrose, Powai",Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2585,2022-06-11,2,24000,84,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2354,2022-06-16,1,8000,500,Ground out of 3,Super Area,Rajarajeshwari Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2254,2022-05-14,1,6000,350,3 out of 4,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1991,2022-07-04,3,55000,2430,4 out of 5,Super Area,Halasuru,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2570,2022-06-29,2,18500,1000,3 out of 4,Super Area,"Kotla Mubarakpur, South Extension",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
3838,2022-06-21,3,32000,1200,Ground out of 4,Carpet Area,Anna Nagar West Extension,Chennai,Unfurnished,Bachelors,2,Contact Agent
1783,2022-07-06,1,20000,550,2 out of 5,Carpet Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
4529,2022-07-06,3,45000,1742,24 out of 33,Carpet Area,"Financial District, Nanakram Guda",Hyderabad,Semi-Furnished,Family,3,Contact Agent
65,2022-06-26,2,8000,1100,Ground out of 3,Carpet Area,Naihati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
446,2022-04-26,3,10000,1000,2 out of 5,Carpet Area,Bansdroni,Kolkata,Unfurnished,Bachelors,2,Contact Owner
880,2022-05-31,2,15000,610,Ground out of 6,Carpet Area,"RNA Broadway Avenue, Mira Road",Mumbai,Semi-Furnished,Bachelors,1,Contact Owner
1049,2022-05-26,2,95000,1000,10 out of 13,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4304,2022-05-06,1,8500,550,Ground out of 2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2554,2022-06-11,3,10000,100,1 out of 4,Carpet Area,Krishna Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner
679,2022-05-11,1,32000,500,4 out of 4,Carpet Area,Chirag Nagar,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
2721,2022-05-08,2,18000,750,4 out of 4,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner
4372,2022-06-29,2,12000,1440,1 out of 3,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
1946,2022-04-29,2,12000,600,Ground out of 2,Super Area,Vijay Enclave,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
781,2022-04-27,3,61000,1550,5 out of 20,Carpet Area,"Lovedale Residences, Malad West",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
4601,2022-06-07,2,12000,1000,3 out of 5,Super Area,Vidya Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
627,2022-06-25,4,180000,2000,4 out of 14,Carpet Area,"Vertical Bliss, Bandra West",Mumbai,Furnished,Bachelors/Family,5,Contact Agent
1749,2022-05-27,1,5500,600,1 out of 2,Super Area,"Chikkana Layout, Kammanahalli",Bangalore,Unfurnished,Bachelors,1,Contact Owner
2346,2022-07-04,3,18000,1600,2 out of 4,Super Area,"Vimanapura, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2389,2022-07-03,2,40000,850,2 out of 4,Carpet Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2367,2022-07-06,3,35000,1460,6 out of 12,Carpet Area,Jakkur,Bangalore,Unfurnished,Bachelors,3,Contact Agent
3311,2022-07-06,2,10000,778,4 out of 4,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
4633,2022-05-21,1,6000,500,1 out of 3,Carpet Area,Rodamestri Nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
3821,2022-05-01,1,14000,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner
883,2022-05-23,2,34000,471,9 out of 38,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2189,2022-06-23,3,15000,1200,2 out of 4,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1091,2022-07-06,2,50000,751,16 out of 20,Carpet Area,"Raj Legacy, Vikhroli West",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
382,2022-06-26,2,12000,957,1 out of 2,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner
4623,2022-05-12,2,9500,1200,Ground out of 2,Super Area,Tarnaka,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
4337,2022-06-08,3,16500,1600,2 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner
276,2022-05-22,3,30000,1250,Ground out of 2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
3915,2022-06-22,2,11000,900,2 out of 3,Super Area,Musheerabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
31,2022-06-26,2,15000,900,Ground out of 2,Carpet Area,"Project Kaikhali, Vip Road",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
3779,2022-05-17,3,16000,1420,Ground out of 1,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2488,2022-07-04,2,12000,700,Ground out of 4,Super Area,Sultanpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
3741,2022-06-04,3,10000,1200,1 out of 3,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
4013,2022-06-06,1,9000,550,2 out of 3,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
1727,2022-04-30,2,15000,1250,1 out of 4,Super Area,"Dinnur, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
610,2022-06-03,2,65000,760,4 out of 7,Carpet Area,Prabhadevi,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3950,2022-06-02,3,28000,1500,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
570,2022-07-07,2,65000,710,11 out of 14,Carpet Area,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4653,2022-06-29,3,15000,10,1 out of 1,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
4346,2022-05-12,2,10000,1100,Ground out of 2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
343,2022-06-22,1,8500,850,Ground out of 1,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2748,2022-06-22,2,30000,1150,3 out of 3,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent
2873,2022-06-17,1,5500,200,1 out of 4,Carpet Area,Sultanpur,Delhi,Furnished,Bachelors,1,Contact Owner
434,2022-06-03,2,8500,780,Ground out of 2,Carpet Area,Airport Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner
1903,2022-05-12,3,75000,1850,6 out of 11,Carpet Area,"Jaya Nagar Block 8, Jayanagar",Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
3468,2022-06-18,2,15000,700,Ground out of 2,Super Area,Karapakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner
3022,2022-05-12,2,7000,450,1 out of 2,Super Area,Pammal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1537,2022-06-21,1,7000,450,1 out of 2,Carpet Area,Jalahalli East,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
4375,2022-05-24,2,10000,1200,2 out of 2,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2509,2022-05-14,3,15000,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent
1517,2022-05-10,2,25000,770,8 out of 32,Super Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
965,2022-06-14,2,52000,750,2 out of 9,Carpet Area,Oshiwara,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4187,2022-07-03,2,9500,1100,Ground out of 3,Carpet Area,"Kanaka Durga Colony, Gudimalkapur",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
528,2022-06-07,1,14000,640,6 out of 7,Super Area,Mira Road,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
176,2022-06-08,2,7500,800,Ground out of 2,Carpet Area,Bonhooghly,Kolkata,Unfurnished,Bachelors,1,Contact Owner
3182,2022-06-18,2,10000,780,2 out of 3,Super Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
572,2022-06-12,2,57000,800,6 out of 7,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2118,2022-05-23,2,16000,1200,1 out of 4,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3206,2022-06-29,2,8000,750,Ground out of 1,Super Area,Kovur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
3536,2022-06-05,3,12000,1062,2 out of 3,Super Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
4235,2022-05-16,2,27000,1230,1 out of 6,Super Area,Puppalaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
4154,2022-06-18,2,10500,1100,3 out of 5,Super Area,"Safilguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2754,2022-05-03,1,9500,400,2 out of 2,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2794,2022-05-23,4,150000,2600,2 out of 2,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
383,2022-05-18,1,6500,850,1 out of 3,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner
852,2022-05-06,2,8000,890,4 out of 4,Carpet Area,new panvel,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
1880,2022-05-23,1,5000,144,Ground out of 1,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
370,2022-04-27,2,9000,600,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2191,2022-06-20,3,34000,1500,14 out of 20,Carpet Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
4113,2022-06-08,3,15000,1500,2 out of 3,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1105,2022-07-08,3,180000,1190,5 out of 12,Carpet Area,"L Nagpal Ruby, Turner Road",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
4706,2022-04-30,1,4500,50,4 out of 5,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
3599,2022-05-05,2,22000,1000,2 out of 3,Super Area,"Lake Area, Nungambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner
1336,2022-06-16,3,100000,1300,12 out of 24,Carpet Area,"L&T Emerald Isle, Powai",Mumbai,Semi-Furnished,Family,3,Contact Agent
4366,2022-06-02,2,18000,1000,2 out of 3,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2647,2022-05-05,2,10000,70,1 out of 4,Super Area,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2686,2022-05-23,2,35000,1000,2 out of 4,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
4603,2022-05-20,3,30000,2000,1 out of 1,Super Area,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Owner
1171,2022-06-23,3,150000,1330,32 out of 59,Carpet Area,"Oberoi Esquire, Goregaon East",Mumbai,Semi-Furnished,Family,4,Contact Agent
2464,2022-06-02,3,25000,450,2 out of 2,Carpet Area,Gandhi Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2561,2022-05-23,4,100000,300,1 out of 3,Super Area,Vasant Kunj,Delhi,Unfurnished,Bachelors/Family,4,Contact Owner
1422,2022-06-27,1,20000,625,10 out of 12,Super Area,Dahisar East,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
4550,2022-05-12,4,10000,100,1 out of 3,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2436,2022-06-08,3,35000,170,4 out of 4,Carpet Area,"Chitra Vihar, Swasthya Vihar",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
4532,2022-05-06,3,35000,1800,1 out of 3,Super Area,Deepthisri nagar colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
874,2022-07-06,3,130000,1500,7 out of 12,Carpet Area,Central Avenue Road,Mumbai,Unfurnished,Family,3,Contact Agent
4385,2022-06-22,1,8500,700,Ground out of 3,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
4128,2022-05-06,2,9000,800,4 out of 5,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
1251,2022-07-07,3,130000,937,16 out of 27,Carpet Area,"Runwal Elegante, Andheri West",Mumbai,Furnished,Family,2,Contact Agent
3642,2022-07-08,2,15000,700,Ground out of 2,Super Area,Alandur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
840,2022-07-07,2,65000,935,2 out of 4,Super Area,in Matunga West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2813,2022-05-14,1,9000,65,3 out of 4,Super Area,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
581,2022-06-23,1,13000,300,Ground out of 7,Super Area,Malad West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
204,2022-05-14,1,5000,500,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
1641,2022-06-04,2,10000,800,2 out of 4,Super Area,Hegganahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
